Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
256,Davangere,Davangere,Cotton,MCU 5,FAQ,1609,5369,5005,19 Dec 2018
257,Davangere,Davangere,Cotton,MCU 5,FAQ,1609,7030,6400,29 Nov 2021
258,Davangere,Davangere,Cotton,MCU 5,FAQ,1611,4929,4768,05 May 2016
259,Davangere,Davangere,Cotton,MCU 5,FAQ,1611,5556,5355,18 Jan 2019
260,Davangere,Davangere,Cotton,MCU 5,FAQ,1611,6566,5232,13 Jan 2017
261,Davangere,Davangere,Cotton,MCU 5,FAQ,1616,6259,4733,10 Dec 2019
262,Davangere,Davangere,Cotton,MCU 5,FAQ,1619,4569,4007,03 Jan 2020
263,Davangere,Davangere,Cotton,MCU 5,FAQ,1619,4719,4552,16 Jan 2018
264,Davangere,Davangere,Cotton,MCU 5,FAQ,1620,5629,4831,03 Nov 2016
265,Davangere,Davangere,Cotton,MCU 5,FAQ,1621,4169,3320,29 Nov 2017
266,Davangere,Davangere,Cotton,MCU 5,FAQ,1622,5169,4464,01 Dec 2017
267,Davangere,Davangere,Cotton,MCU 5,FAQ,1630,5059,4231,15 Feb 2019
268,Davangere,Davangere,Cotton,MCU 5,FAQ,1649,4350,3933,09 Mar 2020
269,Davangere,Davangere,Cotton,MCU 5,FAQ,1649,6220,5543,24 Dec 2018
270,Davangere,Davangere,Cotton,MCU 5,FAQ,1669,4749,4101,01 Mar 2019
271,Davangere,Davangere,Cotton,MCU 5,FAQ,1669,5119,4075,25 Oct 2016
272,Davangere,Davangere,Cotton,MCU 5,FAQ,1669,5171,3334,18 Jan 2020
273,Davangere,Davangere,Cotton,MCU 5,FAQ,1669,6376,4968,11 Dec 2019
274,Davangere,Davangere,Cotton,MCU 5,FAQ,1670,5433,5161,23 Nov 2016
275,Davangere,Davangere,Cotton,MCU 5,FAQ,1670,5509,4771,19 Apr 2017
276,Davangere,Davangere,Cotton,MCU 5,FAQ,1670,5519,4920,08 Mar 2017
277,Davangere,Davangere,Cotton,MCU 5,FAQ,1670,5649,4852,04 Nov 2016
278,Davangere,Davangere,Cotton,MCU 5,FAQ,1670,5696,5503,10 Mar 2017
279,Davangere,Davangere,Cotton,MCU 5,FAQ,1689,6288,5247,14 Sep 2016
280,Davangere,Davangere,Cotton,MCU 5,FAQ,1689,6589,5762,16 Nov 2018
281,Davangere,Davangere,Cotton,MCU 5,FAQ,1690,4270,2550,04 Apr 2017
282,Davangere,Davangere,Cotton,MCU 5,FAQ,1690,5689,4679,25 Nov 2016
283,Davangere,Davangere,Cotton,MCU 5,FAQ,1690,5696,5452,06 Mar 2017
284,Davangere,Davangere,Cotton,MCU 5,FAQ,1690,5990,4909,29 Aug 2019
285,Davangere,Davangere,Cotton,MCU 5,FAQ,1696,6313,5724,01 Sep 2016
286,Davangere,Davangere,Cotton,MCU 5,FAQ,1700,5640,4997,14 Oct 2016
287,Davangere,Davangere,Cotton,MCU 5,FAQ,1700,5809,5321,09 Feb 2017
288,Davangere,Davangere,Cotton,MCU 5,FAQ,1700,5963,5395,06 Oct 2016
289,Davangere,Davangere,Cotton,MCU 5,FAQ,1700,6170,5232,17 Aug 2016
290,Davangere,Davangere,Cotton,MCU 5,FAQ,1729,6202,5645,31 Aug 2016
291,Davangere,Davangere,Cotton,MCU 5,FAQ,1730,5639,4949,04 Sep 2018
292,Davangere,Davangere,Cotton,MCU 5,FAQ,1730,6209,5315,07 Sep 2018
293,Davangere,Davangere,Cotton,MCU 5,FAQ,1749,5619,5263,10 Oct 2019
294,Davangere,Davangere,Cotton,MCU 5,FAQ,1750,5829,5300,03 Feb 2017
295,Davangere,Davangere,Cotton,MCU 5,FAQ,1759,6012,5380,25 Feb 2021
296,Davangere,Davangere,Cotton,MCU 5,FAQ,1760,4370,4040,27 Feb 2020
297,Davangere,Davangere,Cotton,MCU 5,FAQ,1769,6829,6023,20 Sep 2016
